"dile-01-01","Mora-what now?","Salmor, the Conscience up there in the cool fez, is a Morathologist.  He will be our guide on our Morathology career.","By answering Dilemmas or helping the various Consciences you'll meet here, you can win Ethicals (ε) and other surprises.  You've shown that you'd like to take some responsibilty for your actions just by downloading MoraLife.  Collect your reward!","Welcome!  Morathology is the practice of answering dilemmas in order to build a moral profile.  Please tap the right arrow to start your adventure!","mora-responsibility","mora-responsibility","ethical10","ethical10","sur-stlouis","char-salmor",80,100,1
"dile-01-02","Goodwill Bounty Hunting","Imagine that you are a bounty hunter and have captured an alleged murderer, whom you now believe to be innocent.","What would you do?  Would you show compassion and release the prisoner?","Or, would you stay confident with your bondsman and return the accused?  You must now select between these two choices.","mora-compassion","mora-confidence","ethical5","ethical5","sur-park","char-villianmale",40,40,1
"dile-01-03","Ex Moralitas, Scientia","Throughout Morathology, you'll be asked to consider different scenarios or complete tasks.  Some will be seemingly benign, while others might require a bit more thought.","While there are more than two possible answers to each scenario, just pick the one that you agree with the most.  There are no wrong answers.","Salmor will put you into all kinds of different scenarios, both contemporary and fantastic.  The idea for all of this is that from morality comes knowledge.","mora-awareness","mora-awareness","ethical","ethical10","sur-city","char-salmor",60,60,1
"dile-01-04","Urinary Tact","You take a potty break from work.  There are three urinals, and your coworker is using the far right one.  Man-rules dictate that you pick the far left, but it appears broken.","Gracefully take the far left one, and just block out the unpleasant smell.","Acknowledge your need for a clean commode, take the center one and avoid eye-contact.","mora-grace","mora-cleanliness","asse-clipboard","asse-necktiepink","sur-office","char-coworkermale",50,50,1
"dile-01-05","Wealthcare","You can win various Accessories, Features and Figures from your Morathology adventures as well as Ethicals.","If you'd like to outfit me with the new gear, go to the Greenroom and pick what you'd like to use.  Is it cold in here?","It looks like Salmor just rewarded you! You can check out your Accessories in the Greenroom.","mora-introspection","mora-introspection","ethical","ethical5","sur-house","char-salmor",80,80,1
"dile-01-06","Killer Queen","Let's see how you handle a more fanciful situation. You are a lord over a small territory.  The Queen asks for you to arrest those peasants that are delinquent with their taxes.","Allow those subjects able to pay some of their taxes a deadline, and trust in their word.","Arrest everyone, upholding your duty even though you won't have a lot pleasant peasants.","mora-trust","mora-loyalty","figu-abraham","figu-plato","sur-makebelievetree","char-queen",45,70,1
"dile-01-07","Who Dat?","Sometimes, we may need inspiration in order to do the right thing.  Studying up on these Figures can help with that.","You can review your roster by going to your Collection and tapping on Figures.","Once in a while, Salmor will reward you with a morally significant Figure.  They'll help you out in Morathology later.","mora-cooperation","mora-cooperation","ethical","ethical5","sur-arena","char-salmor",90,90,1
"dile-01-08","Ranks for the Memories","As your Conscience, I can gain Morathology Ranks with experience.  Since you've gotten this far, Salmor thinks that you've shown great Curiosity.","Go to the Journal and save an entry for Curiosity.  Salmor thinks that downloading this App covers that.  If you already have a Curiosity Journal entry, then you're solid.","Have you entered a Choice in your Journal, yet?  If not, lets use your Journal to earn your first Morathology Rank!  Earn a badge for your Secondary Slot!","mora-curiosity","mora-curiosity","asse-rank1","asse-rank1","sur-nightcloudy","char-salmor",80,100,1
"dile-01-09","Morathology Rank – Monad","Congratulations on your first Rank!  You can go to the Greenroom now, select Accessories, Secondary and equip your Monad Badge.","Do you flaunt that badge having earned it?","Or, do you refrain from decoration thinking that you don't need bars on your shoulder to prove yourself.","mora-vanity","mora-modesty","ethical25","ethical25","sur-day","char-salmor",70,80,1
"dile-01-10","Elf-Centered","Your squire has left the militia to fight trolls for hire, and you admonish him for it.  He becomes a wealthy elf for his successful campaigns.","Envy his success, but continue your duties.","Resign your post to seek your fortune.","mora-envy","mora-hypocrisy","ethical30","ethical30","sur-makebelieve","char-elf",80,80,1
"dile-01-11","Holy Shift!","Your army has been defeated, and your holiest city is about to be overrun.  The enemy general has stated that he will spare anyone who flees the city.","Order your people to flee, abandoning sacred ground.","Hold the city at all costs knowing that your people will want to die honorably.","mora-soullessness","mora-honor","ethical50","figu-saladin","sur-battlefield","char-saladin",50,50,1
"dile-01-12","H-Oops!","You are getting your favorite singer's autograph.  You notice that she's missing an earring, and you ask her about it.  She tells you she must've lost it during the set.","If you buy her a new earring and then come back here, perhaps, she will reward you for it.","You can help out other Consicences in need, too.  Let's see if you can assist Ella.","mora-gratitude","mora-gratitude","asse-hoopearring","ethical20","sur-sheetmusic","char-divahoop",40,30,1
"dile-01-13","pRankster","Salmor's feeling kind of blue today.  Maybe, you can cheer him up.","Go make someone chortle (chuckle+snort), Journal it, and come back here for your next rank, Hank.","It looks like you're ready for your next Rank.  I hope that you're the funny type.","mora-humor","mora-humor","asse-rank1a","asse-rank1a","sur-audience","char-salmor",40,40,1
"dile-01-14","Pinball Wizard","While walking through the woods, you encounter a wizard.  He offers to take you on as an apprentice and teach you how to play pinball as well.","Play by your intuition and accept the apprenticeship.","Thank him for his time, figuring that there's got to be a twist.","mora-instinct","mora-prudence","ethical50","figu-henrydavidthoreau","sur-forest","char-wizard",80,100,1
"dile-01-15","Rookie Cutter","You witness a young batter making some of the same mistakes you once did.  Your offer to help is met with resistance.","Continue to explain your experience and play the grizzled pro.","Respect his privacy and encourage him anyway.","mora-wisdom","mora-encouragement","ethical10","ethical10","sur-arena","char-jackierobinson",40,30,1
"dile-01-16","Honey Don't List","It is the weekend, and you have to practice the new setlist.  However, your spouse asks for a relaxing day spent at home.","Hang out with the better-half.","Follow your passion and practice your set as quickly as possible.","mora-serenity","mora-passion","ethical50","ethical50","sur-house","char-genericfemale1",70,70,1
"dile-01-17","Raking It In","Your neighbor's rake has been stolen, and you know that your roommate is the culprit.","Salmor thinks that if you're persistent in offering your own rake to your rapacious roomie, he will do the right thing.","It's time to help out another Conscience.  If you don't have the Ethicals to get what you need, you can earn them by filling in your Journal.","mora-persistence","mora-persistence","asse-rake","ethical60","sur-park","char-raker",50,50,1
"dile-01-18","One-derful","You pass a volunteer asking for donations.  You were going to give the last dollar in your wallet to your kid for savings.","Give the dollar to your child.  Maybe, he could use it on the App Store!","Donate the dollar.","mora-thrift","mora-charity","ethical50","figu-motherteresa","sur-stlouis","char-beggarfemale",70,70,1
"dile-01-19","The Man Who Laughs","You, your child and several others are taken hostage.  The jeering abductor tells you that you must kill your child or everyone will die.","Lunge at the abductor.","Refuse, resigning everyone to their fate.","mora-wrath","mora-kinship","ethical5","ethical5","sur-battlefield","char-joker",-50,80,1
"dile-01-20","Here Comes the Bribe","Po-po pulls you over for speeding.  The Officer comes to your window asking for license and registration.","Hold out your wallet with your ID, implying a bribe.","Just go along with the citation.  You haven't been to court in like, 3 months, anyway.","mora-injustice","mora-justice","ethical5","ethical5","sur-day","char-officermale",70,70,1
"dile-01-21","Rankor","You can see that Salmor's rank is that of Wizard, Legendary Class.  If you ever want to attain that, you'll need to reflect on the immoral things you do as well.  ","Enter in an immoral Journal Entry for your next rank.  He's suggesting Wastefulness for buying this App instead of donating to charity.","Morathology isn't always writing down the easy stuff.  Sometimes, you have to have to have some accountability.","mora-wastefulness","mora-wastefulness","asse-rank2","asse-rank2","sur-watership","char-salmor",80,100,1
"dile-01-22","Speedy Delivery","Entrusted to deliver a wallet, you meet a homeless family.  It looks like none of them have eaten since Glasnost.","Deliver the wallet in tact.","Buy the family a bucket of chicken before returning the wallet.","mora-responsibility","mora-kindness","ethical15","ethical15","sur-city","char-beggarmale",40,50,1
"dile-01-23","Turning the Tithe","You discover one of your most loyal clergy stealing from the donation box.","Replace the funds yourself and discipline the clergy.","Keep silent, believing the theft was done for a reason.  But, keep an eye on Ms. Donation-Appropriation.","mora-leadership","mora-faith","ethical50","figu-god","sur-audience","char-blank",30,30,1
"dile-01-24","Tool","Your Apprentice is struggling with the retaining wall and ruins your favorite hammer.","Force the Apprentice to replace the expensive tool.","Forgive the mistake and replace the tool (the actual tool, not the Apprentice).","mora-will","mora-forgiveness","asse-constructionhelmet","ethical50","sur-park","char-carpenter",40,40,1
"dile-01-25","Oregon Trail","You are leading a wagon train, and you encounter the local chief.","Try to guess the local greeting, possibly insulting the Chief.","Silently follow his lead.","mora-obliviousness","mora-respect","ethical50","figu-geronimo","sur-night","char-geronimo",30,40,1
"dile-01-26","Leaning Jowler","Your piggy friends are worried about losing in the upcoming fair.  You want to console them, but you haven't wallowed in slop all day.","Indulge in your obsession and cool off with some nice filth.","Put off your mudbath and console your worried pen-pals.","mora-obsession","mora-selflessness","ethical40","asse-facepig","sur-day","char-pig",40,70,1
"dile-01-27","C-O-N-Spiracy","You are on trial for conspiring against the Crown.  Your co-conspirators have not admitted their guilt.","Try to sense the court's mood and refuse to implicate yourself.","Rely on your principles, own up and accept whatever discipline might come.","mora-sensitivity","mora-discipline","ethical50","figu-tiradentes","sur-riodejaneiro","char-king",40,30,1
"dile-01-28","Leaving On a Jetplane","Your friend and her navigator disappear on a flight for which she had asked you to accompany her.  You refused on account of the danger involved.","Resent that she wouldn't listen to you.","Hope that she will be found.","mora-resentment","mora-hope","ethical40","asse-gogglehelmet","sur-water","char-ameliaearheart",80,80,1
"dile-01-29","Not As I Do","You catch your child using.  You suspect that she found your stash.","Scold her and admit her to rehab.  Refuse to go yourself.","Admit that you're a junkie, too, and enter rehab together.","mora-hypocrisy","mora-addiction","ethical5","ethical5","sur-night","char-druguserfemale",30,30,1
"dile-01-30","Rank and Phylum","Your pet is staring up at you with its big, sad eyes.  Salmor is wondering if it needs to be walked.","Take your pet out for a walk.  Salmor wil have your next rank waiting for you.  (In absence of a pet, take your TV remote.  How many times has it been out of the house?)","Are you tired of the Rank puns, yet?  Let's get some exercise.","mora-health","mora-health","asse-rank2a","asse-rank2a","sur-daycloudy","char-salmor",80,100,1
"dile-01-31","Idol Worship","You have just met your idol after they had a terrible game.","Talk about how great he was today, despite his trouncing.","Tell him tomorrow's match will be better.","mora-flattery","mora-awareness","ethical10","ethical10","sur-arena","char-tennisplayer",40,60,1
"dile-01-32","Glock and Roll","You are classically trained on the glockenspiel, but you want to start a rock band.","Start a band and rock out with your glock out.","Speak with the conductor first and weigh your thoughts for a while.","mora-creativity","mora-introspection","asse-facebassclefnose","ethical50","sur-sheetmusicbass","char-conductor",55,55,1
"dile-01-33","Not For Teacher","You are working with one of your students who has behavioral problems.  Your principal tells you that the student shall be removed from class.","Defend the student, citing improvement.","Support the class which is suffering due to the student's distractions and tutor her on your own time.","mora-will","mora-cooperation","figu-helenkeller","ethical50","sur-audience","char-studentfemale",40,30,1
"dile-01-34","Hollywood","Your best friend from high school becomes insanely famous. The paparazzi contacts you and offers you money if have an incriminating story. You have one- with pictures.","You sell the photos and out your friend.","You burn the pictures and change your phone number.","mora-disloyalty","mora-loyalty","ethical5","ethical5","sur-city","char-dithpran",70,80,1
"dile-01-35","Blue Genie","You find an elaborate glass bottle.  When you uncork it, you unleash a genie that will grant you 2 wishes.","Wish for long life and universal health care.","End racism and road-rage.","mora-health","mora-tolerance","ethical25","ethical25","sur-mountain","char-genie",60,60,1
"dile-01-36","Yes, Sir. May I Have Another?","Your Second Officer, whom you adore, compares the women of your village to livestock.","Join in with the mocking and the merriment and such.","Defend your village's honor.","mora-idolatry","mora-kinship","ethical40","asse-beardlongblonde","sur-watership","char-leifericson",80,80,1
"dile-01-37","Dye Job","Your friend's at-home hair-coloring escapades turn your hair orange.  Until you get paid in two weeks, you do not have enough money to rectify the situation.","Wear a hat and go about your routine.","Pretend there was a death in the family and stay home until you get paid.","mora-vanity","mora-thrift","ethical15","asse-hairbraidsblonde","sur-house","char-incognitofemale",30,50,1
"dile-01-38","Wealth Unwasted","You have lived a long and fruitful life. You are terminally ill, have no immediate family, but are extremely wealthy.","Publicly donate all of your wealth to charity receiving public adulation.","Donate the money anonymously.","mora-charity","mora-humility","ethical25","ethical25","sur-housetv","char-florencenightingale",60,50,1
"dile-01-39","Bus Fair","While you are boarding a bus, the bus driver's attention is drawn away from the door.  You can board without paying.","Pay anyway.  The bus didn't do anything to you.","Neglect to pay.  You've got a hankerin' a candybar.","mora-honesty","mora-deceit","figu-jeanpaulsartre","ethical50","sur-stlouis","char-driver",40,40,1
"dile-01-40","Willful Disobedience","A patient in your care has fallen into dementia.  She rewrites her will, donating her entire fortune to “ladybugs.”  She entrusts the will to you.","Deliver the will as promised.","Destroy the will hoping that you know the patient's true desires.","mora-cooperation","mora-hope","ethical10","ethical10","sur-house","char-genericfemaleold",-50,90,1
"dile-01-41","Dictator With a K","You are assigned to guard a murderous and cruel dictator while he sleeps.  You've become sympathetic to the Resistance.","Accidentally smother the dictator in his sleep.","Go about your duties, fearful of the consequences of regicide.","mora-wrath","mora-cowardice","ethical5","ethical5","sur-makebelieve","char-king",0,0,1
"dile-01-42","Maiden's Voyage","The love of your life is about to leave for war.  You yearn for her despite her vow of celibacy.","Respect her vow and see her off to battle.","Continue to woo her.  Just don't sing...  That didn't work out too well last time.","mora-abstinence","mora-love","figu-joanofarc","ethical20","sur-battlefield","char-joanofarc",50,50,1
"dile-01-43","Keep It Inn the Family","Your mean old, uncle gets sick and asks you to take over his oceanside inn.  The same one he denied you from staying at your whole life.","Agree and run the inn to the best of your ability, relishing the irony.","Decline for all of the times that your uncle called you smelly.","mora-respect","mora-pettiness","asse-necklaceaquamarine","ethical10","sur-water","char-genericmaleold",30,30,1
"dile-01-44","...A Pound Of Curie","You have discovered a new element, but you feel like your work has taken its toll on your health.","Cease your work and seek medical attention.","Continue your work, knowing its importance.","mora-health","mora-diligence","ethical50","figu-mariecurie","sur-office","char-mariecurie",50,50,1
"dile-01-45","Night Classes","You have a chance to take free Portuguese lessons, but it will mean that you won't see your kids one night out of the week.","Refuse the class and study independently.","Pursue the class.","mora-balance","mora-aptitude","ethical50","figu-georgewashingtoncarver","sur-riodejaneiro","char-childfemale",40,30,1
"dile-01-46","Patients","Your patient, who has a severe hand-washing obsession, insists on going to the bathroom for the 5th time during the session.","Tell him that he's going to have to hold it.","Patiently allow him his compulsion, so he doesn't ruin your couch.","mora-discipline","mora-patience","ethical25","ethical25","sur-stlouis","char-keyboardist",-50,80,1
"dile-01-47","For The Horde!","You have ransacked a pitiful human village.   Glorduke, your Orc buddy is ready to plunder, but you're tuckered out.","Put on your +5 Boots of Stomping and wantonly pillage the village, like a good Orc.","Spare the mongrel humans and catch a few snores.","mora-wantonness","mora-sloth","ethical100","ethical100","sur-makebelieve","char-orc",10,90,1
"dile-01-48","A Letter To A Novice","You can continue your Morathology by researching the Figures you've collected as well as continuing to enter Choices in your Journal.","Salmor will present more Morathology adventures for you soon.  Congratulations on reaching Novice Rank, Lettered Class!!!","You've shown great haste in completing your first Morathology Adventure.","mora-punctuality","mora-punctuality","ethical","asse-rank2b","sur-mountain","char-salmor",90,90,1
"dile-02-01","Abstinence Makes the Heart...","You and your girlfriend wish to save yourselves for marriage, but you feel that your nature is about to get the better of you both.","Go out drinking with friends to distract each other.","Give in to your desires.","mora-abstinence","mora-temperance",,,"sur-arena","char-genericfemale4",70,70,2
"dile-02-02","Adventures in Babysitting","You are babysitting. During naptime you are completely engrossed in the best book you've ever read.  Begin the last chapter at the same time the baby begins to cry.","Finish the last 20 pages of the book before tending to the child.  You're a fan of the cry-it-out method.","Comfort the child and finish your book later.","mora-irresponsibility","mora-responsibility",,,"sur-house","char-childfemale",20,70,2
"dile-02-03","Bailout","Your child calls you from jail pleading for bail money.  You hear catcalls from the other inmates.","Bail out your kid.","Let your kid sweat it out in jail for a while.","mora-sensitivity","mora-discipline","ethical25","ethical25","sur-housetv","char-childmale",40,30,2
"dile-02-04","Bear Abating","An angry bear attacks your camp.","Attempt to lure it away with a showtune.","Confront the animal so that others can escape.","mora-instinct","mora-selflessness",,,"sur-forest","char-bear",10,90,2
"dile-02-05","Center of the Universe","A notable astronomer has convinced you that the planets orbit the Sun.  Your order considers this blasphemy.","Defend your order, regardless.","Slink away in obscurity, refusing to defend the findings.","mora-zealotry","mora-cowardice",,,"sur-night","char-galileogalilei",40,65,2
"dile-02-06","Charlie Foxtrot","A mob threatens to storm your jail.  They are after a prisoner, whom has admitted guilt to you, but the prisoner has not stood trial.","Allow the mob their bloodlust.","Uphold your duty and protect the prisoner, inciting an riot.","mora-immorality","mora-honor",,,"sur-nightcloudy","char-villianfemale",40,30,2
"dile-02-07","Colonel Tight","Your colonel claims that you exploit your soldiers' love for battlefield victories.","Disprove his assertions.","Take his words to heart.","mora-character","mora-introspection",,,"sur-battlefield","char-joanofarc",30,50,2
"dile-02-08","Credit Where Due","Your coworker believes that he has prevented an account from leaving, but the client assures you that you are the reason.","Honestly claim credit.","Let your coworker take the credit, and file this one away for later.","mora-honesty","mora-confidence",,,"sur-office","char-coworkermale",90,90,2
"dile-02-09","Cup of Sugar","You are on the rebound.  Your married neighbor knocks on the door asking for a cup of sugar.  She seems to want the whole bag.","Refuse her advances, but still get her the sugar.","Give in to the temptation.","mora-passion","mora-prudence",,,"sur-house","char-evaperon",80,80,2
"dile-02-10","Daytime Diva","You are a performer known for provocative dress.  You are asked to perform on a childrens' show.  Your manager suggests to dress for the occasion.","Perform as you normally would.  Rock your look.","Dress down for the audience.","mora-independence","mora-modesty",,,"sur-sheetmusic","char-diva",60,60,2
"dile-02-11","Dissenter","Your employees vote unanimously for a new policy that will benefit some more than others.  One employee tells you privately that their vote was coerced by the group.","Denounce the policy.","Uphold the majority's opinion.","mora-responsibility","mora-leadership",,,"sur-office","char-coworkermale",40,40,2
"dile-02-12","What The Smell?","You and your sibling have forgotten mom's birthday party.  Neither of you have bathed in a while.","Go to the party smelling foul.","Take a shower and admit that you forgot.","mora-squalor","mora-forgetfulness","ethical25","ethical25","sur-day","char-pig",75,40,2
"dile-02-13","Genie-ology","You find an oil lamp and unleash a genie whom immediately begins singing about granting you a wish.","Wish to know the meaning of life.","Wish for more wishes.","mora-curiosity","mora-shrewdness",,,"sur-daycloudy","char-genie",100,100,2
"dile-02-15","Just Following Orders","You have been ordered to imprison anyone out past curfew due to the siege on your city.  You find a little girl digging through garbage.","Take the girl to jail, despite your feelings.","Look the other way, possibly endangering the child.","mora-weakness","mora-disloyalty",,,"sur-battlefield","char-annefrank",20,40,2
"dile-02-16","Lab Ardor","You think that you have a found safer procedure for the lab, but your lab manager is sure that the process won't work.","Work after hours testing the procedure.","Defer to your manager's experience and ability to fire you.","mora-curiosity","mora-respect",,,"sur-office","char-labtechmale",45,60,2
"dile-02-17","Lost","You and your fellow, disabled friends have become lost in the big city.  One of your friends makes fun of everyone to lighten the mood.","Take offense and defend yourself.","“See” the humor in the situation.","mora-pride","mora-humor",,,"sur-paris","char-helenkeller",80,80,2
"dile-02-18","Marathon","You've been running all night, and you are 2 miles from reaching your army's base camp.  You carry a report of an impending invasion.  You feel your knees are beginning to give out.","Stop and rest before your conditions prevent you from delivering your message.","Finish your marathon to warn your superiors.","mora-health","mora-endurance",,,"sur-chichenitza","char-swordsman",70,10,2
"dile-02-19","Matrimony, Mony","Your lover asks for your hand in marriage.  But, he wants a very religious ceremony.  You do not share the same faith.","Marry your lover, but refuse the ceremony.","Convert for his sake.","mora-secularity","mora-love",,,"sur-audience","char-formalmale",70,70,2
"dile-02-20","Missing the Train","You are about to miss your train to an important meeting.  A sickly beggar asks for some change.","Assist the beggar by throwing your change at her.","Ignore the beggar to make the train.","mora-charity","mora-punctuality",,,"sur-city","char-beggarfemale",20,10,2
"dile-02-21","Model-sty","A photographer offers to donate a huge sack of money to the charity of your choice for posing nude.","Turn down the offer.","Strike a pose and agree to the terms.","mora-modesty","mora-charity",,,"sur-paris","char-dithpran",70,70,2
"dile-02-22","Naughty Neighbor","Your single neighbor flirts with you and comes onto you in the bedroom.  Your spouse has moved out temporarily.","Refuse the advances.","Start a fling.","mora-fidelity","mora-passion",,,"sur-house","char-evaperon",80,80,2
"dile-02-23","Night Court","Your parents wish for you to follow in your father's footsteps as a bailiff, but you have felt a higher calling.","Join the monastery.","Follow in your father's footsteps.","mora-faith","mora-humility",,,"sur-audience","char-uniformmale",60,40,2
"dile-02-24","Immigration","You are patrolling the border.  You see an elderly person crossing the desert towards the fence, and you can see the family waiting on the other side.","Arrest the immigrant, being aware of your duty.","Look the other way.","mora-awareness","mora-compassion","ethical50","figu-dalailama1","sur-nightcloudy","char-genericmaleold",40,20,2
"dile-02-25","OMG!","A coworker continues to use your god's name in vain, after you have asked him to respect your religion.","Make obscene comments about his mother.","Slow down your work, knowing that it will affect his numbers adversely.","mora-obscenity","mora-spite",,,"sur-office","char-genericfemale2",50,50,2
"dile-02-26","Party Foul","A woman is yelling at your favorite band during one of their shows.","“Spill” your drink on her to cool her down.","Ignore the woman, since you don't know the whole situation.","mora-wastefulness","mora-cowardice",,,"sur-park","char-keyboardist",30,80,2
"dile-02-27","On the Rocks","You and your spouse are separating.  Your friend finally expresses love for you.","Defer until the divorce.","Start a relationship with the friend.","mora-fidelity","mora-passion",,,"sur-paris","char-genericfemale3",90,50,2
"dile-02-28","Pollution","You discover that your company is inadvertently polluting the local water supply in negligible quantities.  It will be financially hazardous to repair the situation.","Fix the problem immediately.","Attempt to defer the costs over time.","mora-responsibility","mora-reason",,,"sur-water","char-mariecurie",50,50,2
"dile-02-29","Presentation","Your boss asks you to give a company-wide presentation, but you are not confident in your speaking skills.","Graciously decline the offer.","Agree to give the presentation.  Panic later.","mora-insecurity","mora-pride",,,"sur-audience","char-coworkerfemale",70,80,2
"dile-02-30","Red Light","While driving to get to meeting, you're about to run the red light.","Stop.","Run the light.","mora-punctuality","mora-injustice",,,"sur-city","char-officermale",50,50,2
"dile-02-31","Revenge","After 20 years, you have found your best friend's murderer. The person proves to be the sole support for a young child.","Spare the murderer.","Bring the murderer to the council.","mora-compassion","mora-justice",,,"sur-chichenitza","char-staffman",40,40,2
"dile-02-32","Sculpture","You have been offered a foreign commission, but you can't finish the sculpture without quitting school and travelling to your benefactor's country.","Work on your art.","Finish your schoolies.","mora-creativity","mora-wisdom",,,"sur-chichenitza","char-studentfemale",80,80,2
"dile-02-33","Sea Sick","The Captain's chef has prepared a humongous meal, and customs state that you must eat everything presented.","Eat as much as you can, but then refuse.","Eat everything that is offered.","mora-disrespect","mora-gluttony",,,"sur-watership","char-chefmale",80,80,2
"dile-02-34","Shipping and Handling","Let's see how you'd handle yourself in various situations.  Let's say that a friend owes owes you money.  You find this friend's wallet in your car.","Return the wallet intact.","Return the wallet minus shipping and handling.","mora-fellowship","mora-dignity",,,"sur-paris","char-genericmale3",50,50,2
"dile-02-35","Shot Through the Heart","While playing paintball you have a clear shot of your crush, but at close range. This shot would render your team victorious.","Take advantage of your cheap shot, hoping to help tend to your crush's wound.","Pretend your gun is jammed.","mora-lust","mora-disloyalty",,,"sur-forest","char-solderfemale",40,40,2
"dile-02-36","Spic and SpRank","Yeah, that title is a stretch.  Anyway, Salmor thinks the old domicile could use a little clean up.","Go clean the house and come back here for your next rank.  ",,"mora-cleanliness","mora-cleanliness","asse-rank3","asse-rank3","sur-house","char-salmor",80,100,2
